"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"11/7/2025","11/7/2025","11/10/2025","HOOD","HOOD 11/7/2025 Call $123.00","STC","1","$0.90","$89.95"
"11/7/2025","11/7/2025","11/10/2025","NVDA","NVDA 11/14/2025 Put $170.00","BTO","1","$1.92","($192.04)"
"11/7/2025","11/7/2025","11/10/2025","NVDA","NVDA 11/14/2025 Put $170.00","BTO","2","$1.92","($384.08)"
"11/7/2025","11/7/2025","11/10/2025","HOOD","HOOD 11/7/2025 Call $123.00","STC","1","$1.08","$107.95"
"11/7/2025","11/7/2025","11/10/2025","HOOD","HOOD 11/7/2025 Call $123.00","STC","1","$1.02","$101.95"
"11/7/2025","11/7/2025","11/10/2025","HOOD","HOOD 11/7/2025 Call $123.00","STC","1","$1.00","$99.95"
"11/7/2025","11/7/2025","11/10/2025","HOOD","HOOD 11/7/2025 Call $123.00","BTO","3","$0.90","($270.12)"
"11/7/2025","11/7/2025","11/10/2025","HOOD","HOOD 11/7/2025 Call $123.00","BTO","1","$0.90","($90.04)"
"11/7/2025","11/7/2025","11/10/2025","AMD","AMD 12/5/2025 Put $160.00","BTO","3","$0.62","($186.12)"
"11/7/2025","11/7/2025","11/10/2025","ORCL","ORCL 11/7/2025 Put $230.00","BTO","3","$0.37","($111.12)"
"11/7/2025","11/7/2025","11/10/2025","IONQ","IONQ 11/7/2025 Put $51.00","STC","2","$0.48","$95.91"
"11/7/2025","11/7/2025","11/10/2025","IONQ","IONQ 11/7/2025 Put $51.00","STC","1","$0.52","$51.95"
"11/7/2025","11/7/2025","11/10/2025","IONQ","IONQ 11/7/2025 Put $51.00","BTO","3","$0.90","($270.12)"
"11/6/2025","11/6/2025","11/7/2025","LLY","LLY 11/7/2025 Call $960.00","STC","1","$3.55","$354.95"
"11/6/2025","11/6/2025","11/7/2025","LLY","LLY 11/7/2025 Call $960.00","STC","1","$3.50","$349.95"
"11/6/2025","11/6/2025","11/7/2025","LLY","LLY 11/7/2025 Call $960.00","BTO","2","$3.25","($650.08)"
"11/6/2025","11/6/2025","11/7/2025","LLY","LLY 11/7/2025 Call $960.00","STC","1","$2.55","$254.95"
"11/6/2025","11/6/2025","11/7/2025","LLY","LLY 11/7/2025 Call $960.00","STC","1","$2.90","$289.95"
"11/6/2025","11/6/2025","11/7/2025","LLY","LLY 11/7/2025 Call $960.00","STC","1","$2.60","$259.95"
"11/6/2025","11/6/2025","11/7/2025","LLY","LLY 11/7/2025 Call $960.00","BTO","3","$2.30","($690.12)"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/7/2025 Put $237.50","STC","3","$1.73","$518.87"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/7/2025 Put $237.50","BTO","3","$1.85","($555.12)"
"11/6/2025","11/6/2025","11/7/2025","LLY","LLY 11/7/2025 Call $1,000.00","STC","2","$1.03","$205.91"
"11/6/2025","11/6/2025","11/7/2025","LLY","LLY 11/7/2025 Call $1,000.00","BTO","2","$1.70","($340.08)"
"11/6/2025","11/6/2025","11/7/2025","CVNA","CVNA 11/14/2025 Put $260.00","STC","1","$2.55","$254.95"
"11/6/2025","11/6/2025","11/7/2025","HOOD","HOOD 11/7/2025 Put $127.00","STC","1","$1.72","$171.95"
"11/6/2025","11/6/2025","11/7/2025","HOOD","HOOD 11/7/2025 Put $127.00","STC","1","$1.85","$184.95"
"11/6/2025","11/6/2025","11/7/2025","HOOD","HOOD 11/7/2025 Put $127.00","STC","1","$1.87","$186.95"
"11/6/2025","11/6/2025","11/7/2025","CVNA","CVNA 11/14/2025 Put $260.00","STC","1","$2.50","$249.95"
"11/6/2025","11/6/2025","11/7/2025","CNC","CNC 1/16/2026 Call $52.50","BTO","1","$0.30","($30.04)"
"11/6/2025","11/6/2025","11/7/2025","HOOD","HOOD 11/7/2025 Put $127.00","BTO","3","$1.55","($465.12)"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/7/2025 Put $230.00","STC","3","$1.32","$395.87"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/7/2025 Put $230.00","BTO","3","$1.58","($474.12)"
"11/6/2025","11/6/2025","11/7/2025","CVNA","CVNA 11/14/2025 Put $260.00","BTO","2","$2.10","($420.08)"
"11/6/2025","11/6/2025","11/7/2025","CVNA","CVNA 11/7/2025 Put $290.00","STC","2","$2.25","$449.91"
"11/6/2025","11/6/2025","11/7/2025","CVNA","CVNA 11/7/2025 Put $290.00","BTO","2","$2.10","($420.08)"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/7/2025 Put $230.00","STC","2","$1.25","$249.91"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/7/2025 Put $230.00","STC","2","$1.33","$265.91"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/7/2025 Put $230.00","BTO","4","$1.21","($484.16)"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/7/2025 Put $235.00","STC","1","$2.60","$259.95"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/7/2025 Put $235.00","STC","1","$2.85","$284.95"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/7/2025 Put $235.00","BTO","2","$2.40","($480.08)"
"11/6/2025","11/6/2025","11/7/2025","ORCL","ORCL 11/14/2025 Put $230.00","STC","1","$3.03","$302.95"
"11/6/2025","11/6/2025","11/7/2025","ORCL","ORCL 11/14/2025 Put $230.00","STC","1","$3.03","$302.95"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/14/2025 Put $230.00","STC","1","$3.50","$349.95"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/14/2025 Put $230.00","STC","1","$3.50","$349.95"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/14/2025 Put $230.00","BTO","2","$3.10","($620.08)"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/14/2025 Put $230.00","STC","1","$2.73","$272.95"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/14/2025 Put $230.00","STC","1","$2.73","$272.95"
"11/6/2025","11/6/2025","11/7/2025","AMD","AMD 11/14/2025 Put $230.00","BTO","2","$2.70","($540.08)"
"11/5/2025","11/5/2025","11/6/2025","HD","HD 11/7/2025 Put $360.00","STC","5","$0.20","$99.78"
"11/5/2025","11/5/2025","11/6/2025","CRWD","CRWD 11/7/2025 Put $520.00","STC","1","$2.35","$234.95"
"11/5/2025","11/5/2025","11/6/2025","PLTR","PLTR 11/7/2025 Put $175.00","STC","3","$0.55","$164.87"
"11/5/2025","11/5/2025","11/6/2025","AMD","AMD 11/14/2025 Put $235.00","STC","1","$2.56","$255.95"
"11/5/2025","11/5/2025","11/6/2025","AMD","AMD 11/14/2025 Put $235.00","STC","1","$2.56","$255.95"
"11/5/2025","11/5/2025","11/6/2025","HD","HD 11/7/2025 Put $360.00","BTO","2","$0.30","($60.08)"
"11/5/2025","11/5/2025","11/6/2025","AMD","AMD 11/14/2025 Put $225.00","STC","2","$1.24","$247.91"
"11/5/2025","11/5/2025","11/6/2025","MSFT","MSFT 11/7/2025 Put $505.00","STC","1","$2.34","$233.95"
"11/5/2025","11/5/2025","11/6/2025","MSFT","MSFT 11/7/2025 Put $505.00","STC","1","$2.42","$241.95"
"11/5/2025","11/5/2025","11/6/2025","SPY","SPY 11/6/2025 Put $670.00","STC","3","$0.20","$59.87"
"11/5/2025","11/5/2025","11/6/2025","AMD","AMD 11/14/2025 Put $235.00","BTO","2","$2.69","($538.08)"
"11/5/2025","11/5/2025","11/6/2025","SMCI","SMCI 11/7/2025 Put $41.50","STC","1","$0.45","$44.95"
"11/5/2025","11/5/2025","11/6/2025","SMCI","SMCI 11/7/2025 Put $41.50","STC","1","$0.57","$56.95"
"11/5/2025","11/5/2025","11/6/2025","PLTR","PLTR 11/7/2025 Put $175.00","BTO","3","$0.96","($288.12)"
"11/5/2025","11/5/2025","11/6/2025","SMCI","SMCI 11/7/2025 Put $41.50","STC","2","$0.50","$99.91"
"11/5/2025","11/5/2025","11/6/2025","MSFT","MSFT 11/7/2025 Put $505.00","BTO","2","$2.40","($480.08)"
"11/5/2025","11/5/2025","11/6/2025","AMD","AMD 11/14/2025 Put $225.00","BTO","2","$1.78","($356.08)"
"11/5/2025","11/5/2025","11/6/2025","HD","HD 11/7/2025 Put $360.00","BTO","3","$0.75","($225.12)"
"11/5/2025","11/5/2025","11/6/2025","CRWD","CRWD 11/7/2025 Put $520.00","BTO","1","$3.45","($345.04)"
"11/5/2025","11/5/2025","11/6/2025","SMCI","SMCI 11/7/2025 Put $41.50","BTO","4","$0.48","($192.16)"
"11/5/2025","11/5/2025","11/6/2025","SPY","SPY 11/6/2025 Put $670.00","BTO","3","$0.64","($192.12)"
"11/5/2025","11/5/2025","11/6/2025","LLY","LLY 11/7/2025 Put $880.00","STC","1","$2.15","$214.95"
"11/5/2025","11/5/2025","11/6/2025","PLTR","PLTR 11/7/2025 Put $175.00","STC","1","$1.60","$159.95"
"11/5/2025","11/5/2025","11/6/2025","PLTR","PLTR 11/7/2025 Put $175.00","STC","1","$1.85","$184.95"
"11/5/2025","11/5/2025","11/6/2025","PLTR","PLTR 11/7/2025 Put $175.00","STC","1","$1.90","$189.95"
"11/5/2025","11/5/2025","11/6/2025","LLY","LLY 11/7/2025 Put $880.00","BTO","1","$3.10","($310.04)"
"11/5/2025","11/5/2025","11/6/2025","PLTR","PLTR 11/7/2025 Put $175.00","BTO","1","$1.55","($155.04)"
"11/5/2025","11/5/2025","11/6/2025","PLTR","PLTR 11/7/2025 Put $175.00","BTO","2","$1.75","($350.08)"
"11/5/2025","11/5/2025","11/6/2025","PLTR","PLTR 11/7/2025 Put $175.00","STC","1","$1.22","$121.95"
"11/5/2025","11/5/2025","11/6/2025","LVS","LVS 11/21/2025 Call $65.00","STC","1","$0.60","$59.95"
"11/5/2025","11/5/2025","11/6/2025","PLTR","PLTR 11/7/2025 Put $175.00","STC","1","$1.35","$134.95"
"11/5/2025","11/5/2025","11/6/2025","LVS","LVS 11/21/2025 Call $65.00","STC","1","$0.65","$64.95"
"11/5/2025","11/5/2025","11/6/2025","PLTR","PLTR 11/7/2025 Put $175.00","BTO","2","$1.25","($250.08)"
"11/5/2025","11/5/2025","11/6/2025","VTI","Vanguard Total Stock Market ETF
CUSIP: 922908769","Sell","0.76688","$331.83","$254.47"
"11/5/2025","11/5/2025","11/6/2025","VTI","Vanguard Total Stock Market ETF
CUSIP: 922908769","Sell","12","$331.89","$3,982.68"
"11/4/2025","11/4/2025","11/5/2025","HIMS","HIMS 11/7/2025 Put $41.00","STC","3","$0.98","$293.87"
"11/4/2025","11/4/2025","11/5/2025","BULL","Webull
CUSIP: G9572D103","Buy","17","$9.75","($165.74)"
"11/4/2025","11/4/2025","11/5/2025","HIMS","HIMS 11/7/2025 Put $41.00","BTO","3","$1.10","($330.12)"
"11/4/2025","11/4/2025","11/5/2025","VELO","Velo3D
CUSIP: 92259N302","Sell","31.186974","$4.49","$140.03"
"11/4/2025","11/4/2025","11/5/2025","META","Meta Platforms
CUSIP: 30303M102","Sell","1","$629.30","$629.30"
"11/4/2025","11/4/2025","11/5/2025","ORCL","ORCL 11/14/2025 Put $230.00","BTO","2","$2.60","($520.08)"
"11/4/2025","11/4/2025","11/5/2025","CAT","CAT 11/14/2025 Put $500.00","STC","1","$1.34","$133.95"
"11/4/2025","11/4/2025","11/5/2025","PLTR","PLTR 11/7/2025 Put $175.00","STC","1","$1.10","$109.95"
"11/4/2025","11/4/2025","11/5/2025","PLTR","PLTR 11/7/2025 Put $175.00","BTO","1","$1.18","($118.04)"
"11/4/2025","11/4/2025","11/5/2025","AAPL","AAPL 11/7/2025 Call $275.00","STC","2","$1.05","$209.91"
"11/4/2025","11/4/2025","11/5/2025","AAPL","AAPL 11/7/2025 Call $275.00","BTO","2","$1.07","($214.08)"
"11/4/2025","11/4/2025","11/5/2025","HIMS","HIMS 11/7/2025 Call $47.00","STC","2","$1.21","$241.91"
"11/4/2025","11/4/2025","11/5/2025","HIMS","HIMS 11/7/2025 Call $47.00","BTO","2","$1.44","($288.08)"
"11/4/2025","11/4/2025","11/5/2025","CRCL","CRCL 11/7/2025 Put $105.00","STC","2","$1.39","$277.91"
"11/4/2025","11/4/2025","11/5/2025","CRCL","CRCL 11/7/2025 Put $105.00","BTO","2","$1.28","($256.08)"
"11/4/2025","11/4/2025","11/5/2025","MSFT","MSFT 11/7/2025 Put $505.00","STC","2","$1.60","$319.91"
"11/4/2025","11/4/2025","11/5/2025","MSFT","MSFT 11/7/2025 Put $505.00","BTO","2","$1.63","($326.08)"
"11/4/2025","11/4/2025","11/5/2025","CAT","CAT 11/14/2025 Put $500.00","BTO","2","$1.21","($242.08)"
"11/4/2025","11/4/2025","11/5/2025","LLY","LLY 11/7/2025 Call $980.00","STC","1","$2.75","$274.95"
"11/4/2025","11/4/2025","11/5/2025","LLY","LLY 11/7/2025 Call $980.00","STC","1","$4.50","$449.95"
"11/4/2025","11/4/2025","11/5/2025","LLY","LLY 11/7/2025 Call $980.00","BTO","2","$2.85","($570.08)"
"11/4/2025","11/4/2025","11/5/2025","SPY","SPY 11/4/2025 Call $681.00","STC","3","$0.60","$179.87"
"11/4/2025","11/4/2025","11/5/2025","SPY","SPY 11/4/2025 Call $681.00","BTO","3","$0.61","($183.12)"
"11/4/2025","11/4/2025","11/5/2025","PLTR","PLTR 11/7/2025 Put $175.00","STC","1","$0.92","$91.95"
"11/4/2025","11/4/2025","11/5/2025","PLTR","PLTR 11/7/2025 Put $175.00","STC","1","$0.92","$91.95"
"11/4/2025","11/4/2025","11/5/2025","PLTR","PLTR 11/7/2025 Put $175.00","BTO","2","$1.05","($210.08)"
"11/4/2025","11/4/2025","11/5/2025","HIMS","HIMS 11/21/2025 Call $50.00","STC","2","$1.82","$363.91"
"11/3/2025","11/3/2025","11/4/2025","AVGO","AVGO 11/7/2025 Call $385.00","STC","2","$1.52","$303.91"
"11/3/2025","11/3/2025","11/4/2025","BULL","BULL 11/21/2025 Call $13.00","STC","3","$0.21","$62.87"
"11/3/2025","11/3/2025","11/4/2025","LVS","LVS 11/21/2025 Call $65.00","BTO","2","$0.67","($134.08)"
"11/3/2025","11/3/2025","11/4/2025","NFLX","NFLX 11/7/2025 Put $1,025.00","STC","4","$1.42","$567.83"
"11/3/2025","11/3/2025","11/4/2025","LLY","LLY 11/7/2025 Call $930.00","STC","2","$4.40","$879.91"
"11/3/2025","11/3/2025","11/4/2025","NFLX","NFLX 11/7/2025 Put $1,025.00","BTO","1","$1.85","($185.04)"
"11/3/2025","11/3/2025","11/4/2025","NFLX","NFLX 11/7/2025 Put $1,025.00","BTO","1","$1.90","($190.04)"
"11/3/2025","11/3/2025","11/4/2025","NFLX","NFLX 11/7/2025 Put $1,025.00","BTO","1","$3.10","($310.04)"
"11/3/2025","11/3/2025","11/4/2025","NFLX","NFLX 11/7/2025 Put $1,025.00","BTO","1","$3.10","($310.04)"
"11/3/2025","11/3/2025","11/4/2025","LLY","LLY 11/7/2025 Call $930.00","BTO","2","$3.20","($640.08)"
"11/3/2025","11/3/2025","11/4/2025","SPY","SPY 11/3/2025 Call $681.00","STC","2","$1.93","$385.91"
"11/3/2025","11/3/2025","11/4/2025","HIMS","HIMS 11/21/2025 Call $50.00","BTO","2","$2.82","($564.08)"
"11/3/2025","11/3/2025","11/4/2025","NFLX","NFLX 11/7/2025 Put $1,050.00","STC","2","$2.95","$589.91"
"11/3/2025","11/3/2025","11/4/2025","AVGO","AVGO 11/7/2025 Call $385.00","BTO","2","$2.33","($466.08)"
"11/3/2025","11/3/2025","11/4/2025","NFLX","NFLX 11/7/2025 Put $1,050.00","BTO","2","$3.10","($620.08)"
"11/3/2025","11/3/2025","11/4/2025","MARA","MARA 11/21/2025 Put $17.00","STC","2","$1.25","$249.91"
"11/3/2025","11/3/2025","11/4/2025","SPY","SPY 11/3/2025 Call $681.00","STC","1","$1.90","$189.95"
"11/3/2025","11/3/2025","11/4/2025","SPY","SPY 11/3/2025 Call $681.00","STC","1","$1.88","$187.95"
"11/3/2025","11/3/2025","11/4/2025","SPY","SPY 11/3/2025 Call $681.00","BTO","4","$1.60","($640.16)"
"10/31/2025","10/31/2025","11/3/2025","NVDA","Option Expiration for NVDA 10/31/2025 Put $197.50","OEXP","2S","",""
"10/31/2025","10/31/2025","11/3/2025","NFLX","Option Expiration for NFLX 10/31/2025 Put $1,000.00","OEXP","1S","",""
"10/31/2025","10/31/2025","11/3/2025","NFLX","NFLX 11/7/2025 Call $1,200.00","STC","1","$2.09","$208.95"
"10/31/2025","10/31/2025","11/3/2025","CVNA","CVNA 10/31/2025 Put $295.00","STC","1","$0.20","$19.95"
"10/31/2025","10/31/2025","11/3/2025","CVNA","CVNA 10/31/2025 Put $295.00","STC","1","$0.20","$19.95"
"10/31/2025","10/31/2025","11/3/2025","CVNA","CVNA 10/31/2025 Put $295.00","STC","1","$0.56","$55.95"
"10/31/2025","10/31/2025","11/3/2025","MU","MU 10/31/2025 Put $215.00","STC","1","$0.22","$21.95"
"10/31/2025","10/31/2025","11/3/2025","NVDA","NVDA 10/31/2025 Put $197.50","BTO","2","$0.11","($22.08)"
"10/31/2025","10/31/2025","11/3/2025","NFLX","NFLX 11/7/2025 Call $1,200.00","BTO","1","$2.68","($268.04)"
"10/31/2025","10/31/2025","11/3/2025","MU","MU 10/31/2025 Put $215.00","STC","1","$0.57","$56.95"
"10/31/2025","10/31/2025","11/3/2025","MU","MU 10/31/2025 Put $215.00","STC","1","$0.54","$53.95"
"10/31/2025","10/31/2025","11/3/2025","FIG","Figma
CUSIP: 316841105","Buy","1","$48.54","($48.54)"
"10/31/2025","10/31/2025","11/3/2025","MU","MU 10/31/2025 Put $215.00","BTO","3","$0.27","($81.12)"
"10/31/2025","10/31/2025","11/3/2025","ROKU","ROKU 10/31/2025 Put $107.00","STC","1","$0.90","$89.95"
"10/31/2025","10/31/2025","11/3/2025","GOOG","GOOG 10/31/2025 Call $282.50","STC","2","$0.53","$105.91"
"10/31/2025","10/31/2025","11/3/2025","CVNA","CVNA 10/31/2025 Put $295.00","BTO","1","$0.40","($40.04)"
"10/31/2025","10/31/2025","11/3/2025","CVNA","CVNA 10/31/2025 Put $295.00","BTO","1","$0.40","($40.04)"
"10/31/2025","10/31/2025","11/3/2025","CVNA","CVNA 10/31/2025 Put $295.00","BTO","1","$0.40","($40.04)"
"10/31/2025","10/31/2025","11/3/2025","ROKU","ROKU 10/31/2025 Put $107.00","STC","1","$0.45","$44.95"
"10/31/2025","10/31/2025","11/3/2025","GOOG","GOOG 10/31/2025 Call $282.50","BTO","2","$1.02","($204.08)"
"10/31/2025","10/31/2025","11/3/2025","SPYM","
CUSIP: 78464A854","Sell","14.65189","$80.46","$1,178.82"
"10/31/2025","10/31/2025","11/3/2025","META","Meta Platforms
CUSIP: 30303M102","Buy","1","$658.17","($658.17)"
"10/31/2025","10/31/2025","11/3/2025","ROKU","ROKU 10/31/2025 Put $107.00","BTO","1","$0.31","($31.04)"
"10/31/2025","10/31/2025","11/3/2025","ROKU","ROKU 10/31/2025 Put $107.00","BTO","1","$0.31","($31.04)"
"10/31/2025","10/31/2025","11/3/2025","AMZN","AMZN 11/7/2025 Call $250.00","STC","2","$4.40","$879.91"
"10/30/2025","10/30/2025","10/31/2025","MARA","MARA 11/21/2025 Put $17.00","STC","1","$1.27","$126.95"
"10/30/2025","10/30/2025","10/31/2025","AMZN","AMZN 11/7/2025 Call $250.00","BTO","2","$1.78","($356.08)"
"10/30/2025","10/30/2025","10/31/2025","KMX","CarMax
CUSIP: 143130102","Sell","6","$42.68","$256.10"
"10/30/2025","10/30/2025","10/31/2025","KMX","CarMax
CUSIP: 143130102","Sell","0.521739","$42.68","$22.27"
"10/30/2025","10/30/2025","10/31/2025","ALLY","Ally Financial
CUSIP: 02005N100","Sell","3.785011","$39.70","$150.26"
"10/30/2025","10/30/2025","10/31/2025","ASST","Strive, Inc.
CUSIP: 862945102","Sell","30","$1.25","$37.50"
"10/30/2025","10/30/2025","10/31/2025","CVNA","CVNA 10/31/2025 Put $290.00","STC","5","$0.90","$449.78"
"10/30/2025","10/30/2025","10/31/2025","CAT","CAT 10/31/2025 Put $570.00","STC","2","$0.70","$139.91"
"10/30/2025","10/30/2025","10/31/2025","CVNA","CVNA 10/31/2025 Put $290.00","STC","1","$1.22","$121.95"
"10/30/2025","10/30/2025","10/31/2025","CVNA","CVNA 10/31/2025 Put $290.00","BTO","1","$1.15","($115.04)"
"10/30/2025","10/30/2025","10/31/2025","MU","MU 10/31/2025 Put $217.50","STC","2","$0.85","$169.91"
"10/30/2025","10/30/2025","10/31/2025","ORCL","ORCL 10/31/2025 Put $255.00","STC","1","$1.50","$149.95"
"10/30/2025","10/30/2025","10/31/2025","ORCL","ORCL 10/31/2025 Put $255.00","STC","1","$2.20","$219.95"
"10/30/2025","10/30/2025","10/31/2025","CVNA","CVNA 10/31/2025 Put $290.00","BTO","2","$0.50","($100.08)"
"10/30/2025","10/30/2025","10/31/2025","MU","MU 10/31/2025 Put $217.50","BTO","2","$1.42","($284.08)"
"10/30/2025","10/30/2025","10/31/2025","ORCL","ORCL 10/31/2025 Put $255.00","BTO","2","$1.50","($300.08)"
"10/30/2025","10/30/2025","10/31/2025","CVNA","CVNA 10/31/2025 Put $290.00","BTO","1","$0.95","($95.04)"
"10/30/2025","10/30/2025","10/31/2025","SPY","SPY 11/3/2025 Call $696.00","STC","1","$0.27","$26.95"
"10/30/2025","10/30/2025","10/31/2025","CAT","CAT 10/31/2025 Put $570.00","BTO","2","$0.85","($170.08)"
"10/30/2025","10/30/2025","10/31/2025","CVNA","CVNA 10/31/2025 Put $290.00","BTO","1","$1.40","($140.04)"
"10/30/2025","10/30/2025","10/31/2025","CVNA","CVNA 10/31/2025 Put $290.00","BTO","1","$1.40","($140.04)"
"10/30/2025","10/30/2025","10/31/2025","WMT","WMT 11/7/2025 Put $100.00","STC","2","$0.48","$95.91"
"10/30/2025","10/30/2025","10/31/2025","GOOG","GOOG 11/7/2025 Put $270.00","STC","2","$1.42","$283.91"
"10/30/2025","10/30/2025","10/31/2025","CAT","CAT 10/31/2025 Put $570.00","STC","1","$0.90","$89.95"
"10/30/2025","10/30/2025","10/31/2025","MARA","MARA 11/21/2025 Put $17.00","BTO","3","$1.15","($345.12)"
"10/30/2025","10/30/2025","10/31/2025","GOOG","GOOG 11/7/2025 Put $270.00","BTO","2","$1.92","($384.08)"
"10/29/2025","10/29/2025","10/30/2025","SPY","SPY 11/3/2025 Call $696.00","BTO","1","$0.87","($87.04)"
"10/29/2025","10/29/2025","10/30/2025","WMT","WMT 11/7/2025 Put $100.00","STC","2","$0.75","$149.91"
"10/29/2025","10/29/2025","10/30/2025","CRWD","CRWD 10/31/2025 Put $527.50","STC","1","$2.40","$239.95"
"10/29/2025","10/29/2025","10/30/2025","CRWD","CRWD 10/31/2025 Put $527.50","STC","1","$2.65","$264.95"
"10/29/2025","10/29/2025","10/30/2025","TSLA","TSLA 11/7/2025 Call $550.00","STC","3","$0.87","$260.87"
"10/29/2025","10/29/2025","10/30/2025","ARM","ARM 11/7/2025 Call $225.00","STC","4","$0.95","$379.83"
"10/29/2025","10/29/2025","10/30/2025","CAT","CAT 10/31/2025 Put $570.00","BTO","1","$1.85","($185.04)"
"10/29/2025","10/29/2025","10/30/2025","CRWD","CRWD 10/31/2025 Put $527.50","BTO","2","$2.00","($400.08)"
"10/29/2025","10/29/2025","10/30/2025","CAT","CAT 10/31/2025 Put $570.00","STC","1","$1.92","$191.95"
"10/29/2025","10/29/2025","10/30/2025","FIG","FIG 1/16/2026 Call $70.00","BTO","1","$3.70","($370.04)"
"10/29/2025","10/29/2025","10/30/2025","NVDA","NVDA 11/14/2025 Put $190.00","STC","1","$2.60","$259.95"
"10/29/2025","10/29/2025","10/30/2025","CAT","CAT 10/31/2025 Put $570.00","STC","1","$2.30","$229.95"
"10/29/2025","10/29/2025","10/30/2025","CAT","CAT 10/31/2025 Put $570.00","BTO","2","$1.85","($370.08)"
"10/29/2025","10/29/2025","10/30/2025","WMT","WMT 11/7/2025 Put $100.00","BTO","4","$0.57","($228.16)"
"10/29/2025","10/29/2025","10/30/2025","CNC","CNC 1/16/2026 Call $52.50","BTO","1","$0.35","($35.04)"
"10/29/2025","10/29/2025","10/30/2025","NVDA","NVDA 11/14/2025 Put $190.00","BTO","1","$1.79","($179.04)"
"10/29/2025","10/29/2025","10/30/2025","GLD","GLD 10/31/2025 Call $372.00","STC","1","$2.76","$275.95"
"10/29/2025","10/29/2025","10/30/2025","GLD","GLD 10/31/2025 Call $372.00","STC","1","$2.75","$274.95"
"10/29/2025","10/29/2025","10/30/2025","GLD","GLD 10/31/2025 Call $372.00","STC","1","$2.75","$274.95"
"10/28/2025","10/28/2025","10/29/2025","SPY","SPY 10/29/2025 Put $685.00","STC","2","$1.44","$287.91"
"10/28/2025","10/28/2025","10/29/2025","SPY","SPY 10/29/2025 Put $685.00","STC","2","$1.46","$291.91"
"10/28/2025","10/28/2025","10/29/2025","SPY","SPY 10/29/2025 Put $685.00","STC","1","$1.55","$154.95"
"10/28/2025","10/28/2025","10/29/2025","SPY","SPY 10/29/2025 Put $685.00","BTO","5","$1.41","($705.21)"
"10/28/2025","10/28/2025","10/29/2025","GLD","GLD 10/31/2025 Call $372.00","BTO","2","$1.60","($320.08)"
"10/28/2025","10/28/2025","10/29/2025","GLD","GLD 10/31/2025 Call $372.00","BTO","1","$1.60","($160.04)"
"10/28/2025","10/28/2025","10/29/2025","ARM","ARM 11/7/2025 Call $225.00","BTO","1","$1.02","($102.04)"
"10/28/2025","10/28/2025","10/29/2025","TSLA","TSLA 11/7/2025 Call $550.00","BTO","3","$1.45","($435.12)"
"10/28/2025","10/28/2025","10/29/2025","QCOM","QCOM 10/31/2025 Put $175.00","STC","1","$1.10","$109.95"
"10/28/2025","10/28/2025","10/29/2025","UBER","UBER 10/31/2025 Call $99.00","STC","1","$0.56","$55.95"
"10/28/2025","10/28/2025","10/29/2025","UBER","UBER 10/31/2025 Call $99.00","STC","1","$0.56","$55.95"
"10/28/2025","10/28/2025","10/29/2025","UBER","UBER 10/31/2025 Call $99.00","STC","1","$0.56","$55.95"
"10/28/2025","10/28/2025","10/29/2025","QCOM","QCOM 10/31/2025 Put $175.00","STC","1","$1.32","$131.95"
"10/28/2025","10/28/2025","10/29/2025","QCOM","QCOM 10/31/2025 Put $175.00","BTO","2","$0.85","($170.08)"
"10/28/2025","10/28/2025","10/29/2025","UBER","UBER 10/31/2025 Call $99.00","BTO","3","$0.65","($195.12)"
"10/28/2025","10/28/2025","10/29/2025","LMND","LMND 10/31/2025 Call $61.00","STC","1","$1.05","$104.95"
"10/27/2025","10/27/2025","10/28/2025","ASST","Strive, Inc.
CUSIP: 862945102","Sell","40","$1.80","$72.00"
"10/27/2025","10/27/2025","10/28/2025","ASST","Strive, Inc.
CUSIP: 862945102","Sell","30","$1.79","$53.70"
"10/27/2025","10/27/2025","10/28/2025","LMND","LMND 10/31/2025 Call $61.00","STC","1","$0.80","$79.95"
"10/27/2025","10/27/2025","10/28/2025","LMND","LMND 10/31/2025 Call $61.00","BTO","2","$0.60","($120.08)"
"10/27/2025","10/27/2025","10/28/2025","PYPL","PYPL 11/21/2025 Call $80.00","STC","3","$1.30","$389.87"
"10/27/2025","10/27/2025","10/28/2025","LULU","LULU 11/14/2025 Call $215.00","STC","2","$0.67","$133.91"
"10/27/2025","10/27/2025","10/28/2025","PYPL","PYPL 11/21/2025 Call $80.00","BTO","3","$1.35","($405.12)"
